gene,name
MTR,V_7672
MTRNR2L6,V_7673
MTRR,V_7674
MTSS1,V_7675
MTTP,V_7676
MTUS1,V_7677
MTUS2,V_7678
MTX1,V_7679
MTX2,V_7680
MUC1,V_7681
MUC13,V_7682
MUC15,V_7683
MUC16,V_7684
MUC17,V_7685
MUC2,V_7686
MUC20,V_7687
MUC21,V_7688
MUC3A,V_7689
MUC4,V_7690
MUC5AC,V_7691
MUC5B,V_7692
MUC6,V_7693
MUC7,V_7694
MUM1,V_7695
MUM1L1,V_7696
MURC,V_7697
MUS81,V_7698
MUSK,V_7699
MUT,V_7700
MUTYH,V_7701
MVB12A,V_7702
MVD,V_7703
MVK,V_7704
MVP,V_7705
MX1,V_7706
MX2,V_7707
MXD1,V_7708
MXD3,V_7709
MXRA5,V_7710
MXRA8,V_7711
MYADM,V_7712
MYB,V_7713
MYBBP1A,V_7714
MYBL1,V_7715
MYBL2,V_7716
MYBPC1,V_7717
MYBPC2,V_7718
MYBPC3,V_7719
MYBPH,V_7720
MYC,V_7721
MYCBP2,V_7722
MYCBPAP,V_7723
MYCL,V_7724
MYCN,V_7725
MYCT1,V_7726
MYD88,V_7727
MYEF2,V_7728
MYEOV,V_7729
MYEOV2,V_7730
MYF5,V_7731
MYF6,V_7732
MYH1,V_7733
MYH10,V_7734
MYH11,V_7735
MYH13,V_7736
MYH14,V_7737
MYH15,V_7738
MYH2,V_7739
MYH3,V_7740
MYH4,V_7741
MYH6,V_7742
MYH7,V_7743
MYH7B,V_7744
MYH8,V_7745
MYH9,V_7746
MYL1,V_7747
MYL10,V_7748
MYL2,V_7749
MYL3,V_7750
MYL4,V_7751
MYL6,V_7752
MYL7,V_7753
MYLIP,V_7754
MYLK,V_7755
MYLK2,V_7756
MYLK3,V_7757
MYLK4,V_7758
MYNN,V_7759
MYO10,V_7760
MYO15A,V_7761
MYO16,V_7762
MYO18A,V_7763
MYO18B,V_7764
MYO19,V_7765
MYO1A,V_7766
MYO1B,V_7767
MYO1C,V_7768
MYO1D,V_7769
MYO1E,V_7770
MYO1F,V_7771
MYO1G,V_7772
MYO1H,V_7773
MYO3A,V_7774
MYO3B,V_7775
MYO5A,V_7776
MYO5B,V_7777
MYO5BP2,V_7778
MYO5C,V_7779
MYO6,V_7780
MYO7A,V_7781
MYO7B,V_7782
MYO9A,V_7783
MYO9B,V_7784
MYOC,V_7785
MYOCD,V_7786
MYOD1,V_7787
MYOF,V_7788
MYOG,V_7789
MYOM1,V_7790
MYOM2,V_7791
MYOM3,V_7792
MYOZ3,V_7793
MYPN,V_7794
MYRF,V_7795
MYRIP,V_7796
MYSM1,V_7797
MYT1,V_7798
MYT1L,V_7799
MYZAP,V_7800
MZF1,V_7801
N4BP1,V_7802
N4BP2,V_7803
N4BP2L1,V_7804
N4BP2L2,V_7805
N4BP3,V_7806
N6AMT1,V_7807
NAA10,V_7808
NAA11,V_7809
NAA15,V_7810
NAA16,V_7811
NAA20,V_7812
NAA25,V_7813
NAA30,V_7814
NAA35,V_7815
NAA38,V_7816
NAAA,V_7817
NAALAD2,V_7818
NAALADL1,V_7819
NAALADL2,V_7820
NAB1,V_7821
NAB2,V_7822
NABP1,V_7823
NACA,V_7824
NACA2,V_7825
NACAP1,V_7826
NADK,V_7827
NADK2,V_7828
NADSYN1,V_7829
NAE1,V_7830
NAF1,V_7831
NAGA,V_7832
NAGK,V_7833
NAGLU,V_7834
NAGPA,V_7835
NAGS,V_7836
NAIP,V_7837
NALCN,V_7838
NAMPT,V_7839
NANOG,V_7840
NANOS3,V_7841
NANS,V_7842
NAP1L1,V_7843
NAP1L2,V_7844
NAP1L3,V_7845
NAP1L4,V_7846
NAPA,V_7847
NAPB,V_7848
NAPEPLD,V_7849
NAPG,V_7850
NAPSA,V_7851
NARF,V_7852
NARFL,V_7853
NARS,V_7854
NARS2,V_7855
NASP,V_7856
NAT1,V_7857
NAT10,V_7858
NAT16,V_7859
NAT2,V_7860
NAT8,V_7861
NAT8B,V_7862
NAV1,V_7863
NAV2,V_7864
NAV3,V_7865
NBAS,V_7866
NBEA,V_7867
NBEAL1,V_7868
NBEAL2,V_7869
NBN,V_7870
NBPF1,V_7871
NBPF10,V_7872
NBPF11,V_7873
NBPF12,V_7874
NBPF13P,V_7875
NBPF14,V_7876
NBPF15,V_7877
NBPF19,V_7878
NBPF22P,V_7879
NBPF25P,V_7880
NBPF26,V_7881
NBPF3,V_7882
NBPF7,V_7883
NBPF9,V_7884
NBR1,V_7885
NCAM1,V_7886
NCAM2,V_7887
NCAN,V_7888
NCAPD2,V_7889
NCAPD3,V_7890
NCAPG,V_7891
NCAPG2,V_7892
NCAPH,V_7893
NCAPH2,V_7894
NCBP1,V_7895
NCCRP1,V_7896
NCDN,V_7897
NCF1B,V_7898
NCF1C,V_7899
NCF2,V_7900
NCF4,V_7901
NCK2,V_7902
NCKAP1,V_7903
NCKAP1L,V_7904
NCKAP5,V_7905
NCKAP5L,V_7906
NCKIPSD,V_7907
NCL,V_7908
NCLN,V_7909
NCOA1,V_7910
NCOA2,V_7911
NCOA3,V_7912
NCOA4,V_7913
NCOA5,V_7914
NCOA6,V_7915
NCOA7,V_7916
NCOR1,V_7917
NCOR2,V_7918
NCR1,V_7919
NCR2,V_7920
NCR3,V_7921
NCSTN,V_7922
NDC1,V_7923
NDC80,V_7924
NDE1,V_7925
NDN,V_7926
NDNF,V_7927
NDNL2,V_7928
NDOR1,V_7929
NDRG2,V_7930
NDRG3,V_7931
NDRG4,V_7932
NDST1,V_7933
NDST2,V_7934
NDST3,V_7935
NDST4,V_7936
NDUFA10,V_7937
NDUFA13,V_7938
NDUFA4,V_7939
NDUFA5,V_7940
NDUFA8,V_7941
NDUFAF1,V_7942
NDUFAF4,V_7943
NDUFAF5,V_7944
NDUFAF6,V_7945
NDUFAF7,V_7946
NDUFB11,V_7947
NDUFB4,V_7948
NDUFB5,V_7949
NDUFS1,V_7950
NDUFS2,V_7951
NDUFS7,V_7952
NDUFS8,V_7953
NDUFV1,V_7954
NDUFV3,V_7955
NEB,V_7956
NEBL,V_7957
NECAB2,V_7958
NECAP1,V_7959
NEDD1,V_7960
NEDD4,V_7961
NEDD4L,V_7962
NEDD8,V_7963
NEDD9,V_7964
NEFH,V_7965
NEFL,V_7966
NEFM,V_7967
NEGR1,V_7968
NEIL2,V_7969
NEIL3,V_7970
NEK1,V_7971
NEK10,V_7972
NEK11,V_7973
NEK2,V_7974
NEK3,V_7975
NEK4,V_7976
NEK5,V_7977
NEK6,V_7978
NEK8,V_7979
NEK9,V_7980
NELFA,V_7981
NELFB,V_7982
NELFCD,V_7983
NELFE,V_7984
NELL1,V_7985
NELL2,V_7986
NEMF,V_7987
NEO1,V_7988
NES,V_7989
NET1,V_7990
NETO1,V_7991
NETO2,V_7992
NEU1,V_7993
NEU2,V_7994
NEU3,V_7995
NEU4,V_7996
NEURL1,V_7997
NEURL4,V_7998
NEUROD1,V_7999
NEUROD2,V_8000
NEUROD4,V_8001
NEUROD6,V_8002
NEUROG2,V_8003
NEUROG3,V_8004
NEXN,V_8005
NF1,V_8006
NF1P2,V_8007
NF2,V_8008
NFAM1,V_8009
NFASC,V_8010
NFAT5,V_8011
NFATC1,V_8012
NFATC2,V_8013
NFATC2IP,V_8014
NFATC3,V_8015
NFATC4,V_8016
NFE2,V_8017
NFE2L1,V_8018
NFE2L2,V_8019
NFE2L3,V_8020
NFIA,V_8021
NFIB,V_8022
NFIC,V_8023
NFIL3,V_8024
NFIX,V_8025
NFKB1,V_8026
NFKB2,V_8027
NFKBIA,V_8028
NFKBID,V_8029
NFKBIL1,V_8030
NFKBIZ,V_8031
NFRKB,V_8032
NFS1,V_8033
NFX1,V_8034
NFXL1,V_8035
NFYA,V_8036
NFYC,V_8037
NGB,V_8038
NGDN,V_8039
NGEF,V_8040
NGF,V_8041
NGFR,V_8042
NGLY1,V_8043
NHLH1,V_8044
NHLRC1,V_8045
NHLRC2,V_8046
NHS,V_8047
NHSL2,V_8048
NID1,V_8049
NID2,V_8050
NIF3L1,V_8051
NIFK,V_8052
NIM1K,V_8053
NIN,V_8054
NINJ2,V_8055
NINL,V_8056
NIPA1,V_8057
NIPA2,V_8058
NIPAL1,V_8059
NIPAL3,V_8060
NIPAL4,V_8061
NIPBL,V_8062
NIPSNAP1,V_8063
NISCH,V_8064
NIT1,V_8065
NIT2,V_8066
NKAIN2,V_8067
NKAIN3,V_8068
NKAP,V_8069
NKAPL,V_8070
NKD2,V_8071
NKG7,V_8072
NKIRAS2,V_8073
NKRF,V_8074
NKTR,V_8075
NKX2-2,V_8076
NKX2-3,V_8077
NKX2-4,V_8078
NKX2-5,V_8079
NKX3-2,V_8080
NKX6-1,V_8081
NLGN1,V_8082
NLGN2,V_8083
NLGN3,V_8084
NLGN4X,V_8085
NLGN4Y,V_8086
NLN,V_8087
NLRC3,V_8088
NLRC4,V_8089
NLRC5,V_8090
NLRP1,V_8091
NLRP10,V_8092
NLRP11,V_8093
NLRP12,V_8094
NLRP13,V_8095
NLRP14,V_8096
NLRP2,V_8097
NLRP3,V_8098
NLRP4,V_8099
NLRP5,V_8100
NLRP6,V_8101
NLRP7,V_8102
NLRP8,V_8103
NLRP9,V_8104
NLRX1,V_8105
NMBR,V_8106
NMD3,V_8107
NME1,V_8108
NME7,V_8109
NME8,V_8110
NME9,V_8111
NMI,V_8112
NMNAT1,V_8113
NMNAT2,V_8114
NMRAL1,V_8115
NMRK2,V_8116
NMS,V_8117
NMT1,V_8118
NMT2,V_8119
NMUR1,V_8120
NMUR2,V_8121
NNMT,V_8122
NNT,V_8123
NOA1,V_8124
NOBOX,V_8125
NOC2L,V_8126
NOC3L,V_8127
NOC4L,V_8128
NOD1,V_8129
NOD2,V_8130
NODAL,V_8131
NOL10,V_8132
NOL11,V_8133
NOL4,V_8134
NOL4L,V_8135
NOL6,V_8136
NOL8,V_8137
NOL9,V_8138
NOLC1,V_8139
NOM1,V_8140
NOMO1,V_8141
NOMO2,V_8142
NOMO3,V_8143
NONO,V_8144
NOP14,V_8145
NOP2,V_8146
NOP56,V_8147
NOP58,V_8148
NOS1,V_8149
NOS1AP,V_8150
NOS2,V_8151
NOS3,V_8152
NOTCH1,V_8153
NOTCH2,V_8154
NOTCH3,V_8155
NOTCH4,V_8156
NOTUM,V_8157
NOV,V_8158
NOVA1,V_8159
NOVA2,V_8160
NOX1,V_8161
NOX3,V_8162
NOX4,V_8163
NOX5,V_8164
NOXA1,V_8165
NOXO1,V_8166
NOXRED1,V_8167
NPAP1,V_8168
NPAS2,V_8169
NPAS3,V_8170
NPAS4,V_8171
NPAT,V_8172
NPBWR1,V_8173
NPBWR2,V_8174
NPC1,V_8175
NPC1L1,V_8176
NPEPL1,V_8177
NPEPPS,V_8178
NPFFR1,V_8179
NPFFR2,V_8180
NPHP1,V_8181
NPHP3,V_8182
NPHP4,V_8183
NPHS1,V_8184
NPHS2,V_8185
NPIPA1,V_8186
NPIPA8,V_8187
NPIPB4,V_8188
NPIPB5,V_8189
NPL,V_8190
NPLOC4,V_8191
NPM1,V_8192
NPNT,V_8193
NPR1,V_8194
NPR2,V_8195
NPR3,V_8196
NPSR1,V_8197
NPTX1,V_8198
NPTX2,V_8199
NPTXR,V_8200
NPVF,V_8201
NPY1R,V_8202
NPY2R,V_8203
NPY4R,V_8204
NPY5R,V_8205
NQO2,V_8206
NR0B1,V_8207
NR1D1,V_8208
NR1D2,V_8209
NR1H2,V_8210
NR1H3,V_8211
NR1H4,V_8212
NR1I2,V_8213
NR1I3,V_8214
NR2C1,V_8215
NR2C2,V_8216
NR2C2AP,V_8217
NR2E1,V_8218
NR2E3,V_8219
NR2F1,V_8220
NR2F2,V_8221
NR3C1,V_8222
NR3C2,V_8223
NR4A1,V_8224
NR4A2,V_8225
NR4A3,V_8226
NR5A1,V_8227
NR5A2,V_8228
NR6A1,V_8229
NRAP,V_8230
NRAS,V_8231
NRBF2,V_8232
NRBP1,V_8233
NRCAM,V_8234
NRD1,V_8235
NRDE2,V_8236
NRF1,V_8237
NRG1,V_8238
NRG2,V_8239
NRG3,V_8240
NRIP1,V_8241
NRIP3,V_8242
NRK,V_8243
NRM,V_8244
NRP1,V_8245
NRP2,V_8246
NRROS,V_8247
NRSN1,V_8248
NRSN2,V_8249
NRXN1,V_8250
NRXN2,V_8251
NRXN3,V_8252
NSD1,V_8253
NSDHL,V_8254
NSF,V_8255
NSFL1C,V_8256
NSMAF,V_8257
NSRP1,V_8258
NSUN2,V_8259
NSUN3,V_8260
NSUN5,V_8261
NSUN6,V_8262
NSUN7,V_8263
NT5C1A,V_8264
NT5C1B,V_8265
NT5C2,V_8266
NT5DC1,V_8267
NT5DC2,V_8268
NT5DC3,V_8269
NT5E,V_8270
NTAN1,V_8271
NTF3,V_8272
NTM,V_8273
NTMT1,V_8274
NTN4,V_8275
NTN5,V_8276
NTNG1,V_8277
NTNG2,V_8278
NTRK1,V_8279
NTRK2,V_8280
NTRK3,V_8281
NTSR1,V_8282
NTSR2,V_8283
NUAK1,V_8284
NUAK2,V_8285
NUBP1,V_8286
NUBPL,V_8287
NUCB1,V_8288
NUCB2,V_8289
NUCKS1,V_8290
NUDC,V_8291
NUDCD1,V_8292
NUDCD3,V_8293
NUDT12,V_8294
NUDT13,V_8295
NUDT19,V_8296
NUDT21,V_8297
NUDT5,V_8298
NUDT6,V_8299
NUDT7,V_8300
NUF2,V_8301
NUFIP1,V_8302
NUFIP2,V_8303
NUGGC,V_8304
NUMA1,V_8305
NUMB,V_8306
NUP107,V_8307
NUP133,V_8308
NUP153,V_8309
NUP155,V_8310
NUP160,V_8311
NUP188,V_8312
NUP205,V_8313
NUP210,V_8314
NUP210L,V_8315
NUP210P1,V_8316
NUP214,V_8317
NUP35,V_8318
NUP37,V_8319
NUP43,V_8320
NUP62,V_8321
NUP85,V_8322
NUP88,V_8323
NUP93,V_8324
NUP98,V_8325
NUPL1,V_8326
NUPL2,V_8327
NUSAP1,V_8328
NUTM1,V_8329
NUTM2A,V_8330
NUTM2D,V_8331
NUTM2F,V_8332
NUTM2G,V_8333
NVL,V_8334
NWD1,V_8335
NXF1,V_8336
NXF3,V_8337
NXF4,V_8338
NXF5,V_8339
NXN,V_8340
NXPE1,V_8341
NXPE2,V_8342
NXPE3,V_8343
NXPE4,V_8344
NXPH1,V_8345
NXPH2,V_8346
NXPH3,V_8347
NXPH4,V_8348
NXT2,V_8349
NYAP1,V_8350
NYAP2,V_8351
NYNRIN,V_8352
NYX,V_8353
OAF,V_8354
OAS1,V_8355
OAS2,V_8356
OAS3,V_8357
OASL,V_8358
OAT,V_8359
OBFC1,V_8360
OBSCN,V_8361
OBSL1,V_8362
OCA2,V_8363
OCEL1,V_8364
OCIAD1,V_8365
OCLN,V_8366
OCRL,V_8367
ODAM,V_8368
ODC1,V_8369
ODF1,V_8370
ODF2,V_8371
ODF2L,V_8372
ODF3,V_8373
ODF3L1,V_8374
ODF3L2,V_8375
ODF4,V_8376
OFCC1,V_8377
OFD1,V_8378
OGDH,V_8379
OGDHL,V_8380
OGFOD1,V_8381
OGFOD3,V_8382
OGFR,V_8383
OGFRL1,V_8384
OGG1,V_8385
OGN,V_8386
OGT,V_8387
OIT3,V_8388
OLA1,V_8389
OLAH,V_8390
OLFM1,V_8391
OLFM2,V_8392
OLFM3,V_8393
OLFM4,V_8394
OLFML1,V_8395
OLFML2A,V_8396
OLFML2B,V_8397
OLFML3,V_8398
OLIG3,V_8399
OLR1,V_8400
OMA1,V_8401
OMD,V_8402
OMG,V_8403
ONECUT1,V_8404
ONECUT2,V_8405
OOEP,V_8406
OOSP2,V_8407
OPA1,V_8408
OPA3,V_8409
OPCML,V_8410
OPHN1,V_8411
OPLAH,V_8412
OPN1LW,V_8413
OPN1MW,V_8414
OPN1SW,V_8415
OPN4,V_8416
OPN5,V_8417
OPRK1,V_8418
OPRL1,V_8419
OPRM1,V_8420
OPTC,V_8421
OPTN,V_8422
OR10A2,V_8423
OR10A3,V_8424
OR10A4,V_8425
OR10A5,V_8426
OR10A6,V_8427
OR10A7,V_8428
OR10AD1,V_8429
OR10AG1,V_8430
OR10C1,V_8431
OR10G2,V_8432
OR10G4,V_8433
OR10G7,V_8434
OR10G8,V_8435
OR10G9,V_8436
OR10H1,V_8437
OR10H2,V_8438
OR10H3,V_8439
OR10H4,V_8440
OR10H5,V_8441
OR10J1,V_8442
OR10J3,V_8443
OR10J5,V_8444
OR10K1,V_8445
OR10K2,V_8446
OR10P1,V_8447
OR10Q1,V_8448
OR10R2,V_8449
OR10S1,V_8450
OR10T2,V_8451
OR10V1,V_8452
OR10W1,V_8453
OR10X1,V_8454
OR10Z1,V_8455
OR11A1,V_8456
OR11G2,V_8457
OR11H1,V_8458
OR11H12,V_8459
OR11H4,V_8460
OR11H6,V_8461
OR11L1,V_8462
OR12D2,V_8463
OR12D3,V_8464
OR13A1,V_8465
OR13C2,V_8466
OR13C3,V_8467
OR13C4,V_8468
OR13C5,V_8469
OR13C8,V_8470
OR13C9,V_8471
OR13D1,V_8472
OR13F1,V_8473
OR13G1,V_8474
OR13H1,V_8475
OR13J1,V_8476
OR14A16,V_8477
OR14C36,V_8478
OR14I1,V_8479
OR14J1,V_8480
OR14K1,V_8481
OR1A1,V_8482
OR1A2,V_8483
OR1B1,V_8484
OR1C1,V_8485
OR1D2,V_8486
OR1D4,V_8487
OR1D5,V_8488
OR1E1,V_8489
OR1E2,V_8490
OR1F1,V_8491
OR1G1,V_8492
OR1I1,V_8493
OR1J1,V_8494
OR1J2,V_8495
OR1J4,V_8496
OR1K1,V_8497
OR1L1,V_8498
OR1L3,V_8499
OR1L4,V_8500
OR1L6,V_8501
OR1L8,V_8502
OR1M1,V_8503
OR1N1,V_8504
OR1N2,V_8505
OR1Q1,V_8506
OR1S1,V_8507
OR1S2,V_8508
OR2A1,V_8509
OR2A12,V_8510
OR2A14,V_8511
OR2A2,V_8512
OR2A25,V_8513
OR2A5,V_8514
OR2A7,V_8515
OR2AE1,V_8516
OR2AG1,V_8517
OR2AG2,V_8518
OR2AK2,V_8519
OR2AT4,V_8520
OR2B11,V_8521
OR2B2,V_8522
OR2B3,V_8523
OR2B6,V_8524
OR2C1,V_8525
OR2C3,V_8526
OR2D2,V_8527
OR2D3,V_8528
OR2F1,V_8529
OR2F2,V_8530
OR2G2,V_8531
OR2G3,V_8532
OR2G6,V_8533
OR2H1,V_8534
OR2H2,V_8535
OR2J2,V_8536
OR2J3,V_8537
OR2K2,V_8538
OR2L13,V_8539
OR2L2,V_8540
OR2L3,V_8541
OR2L8,V_8542
OR2M1P,V_8543
OR2M2,V_8544
OR2M3,V_8545
OR2M4,V_8546
OR2M5,V_8547
OR2M7,V_8548
OR2S2,V_8549
OR2T1,V_8550
OR2T10,V_8551
OR2T11,V_8552
OR2T12,V_8553
OR2T2,V_8554
OR2T27,V_8555
OR2T29,V_8556
OR2T3,V_8557
OR2T33,V_8558
OR2T34,V_8559
OR2T35,V_8560
OR2T4,V_8561
OR2T5,V_8562
OR2T6,V_8563
OR2T8,V_8564
OR2V2,V_8565
OR2W1,V_8566
OR2W3,V_8567
OR2W5,V_8568
OR2Y1,V_8569
OR2Z1,V_8570
OR3A1,V_8571
OR3A2,V_8572
OR3A3,V_8573
OR4A15,V_8574
OR4A16,V_8575
OR4A47,V_8576
OR4A5,V_8577
OR4B1,V_8578
OR4C11,V_8579
OR4C12,V_8580
OR4C13,V_8581
OR4C15,V_8582
OR4C16,V_8583
OR4C3,V_8584
OR4C46,V_8585
OR4C6,V_8586
OR4D1,V_8587
OR4D10,V_8588
OR4D11,V_8589
OR4D2,V_8590
OR4D5,V_8591
OR4D6,V_8592
OR4D9,V_8593
OR4E2,V_8594
OR4F15,V_8595
OR4F17,V_8596
OR4F4,V_8597
OR4F5,V_8598
OR4F6,V_8599
OR4K1,V_8600
OR4K13,V_8601
OR4K14,V_8602
OR4K15,V_8603
OR4K17,V_8604
OR4K2,V_8605
OR4K5,V_8606
OR4L1,V_8607
OR4M1,V_8608
OR4N2,V_8609
OR4N3P,V_8610
OR4N4,V_8611
OR4N5,V_8612
OR4P4,V_8613
OR4Q3,V_8614
OR4S1,V_8615
OR4S2,V_8616
OR4X1,V_8617
OR4X2,V_8618
OR51A2,V_8619
OR51A4,V_8620
OR51A7,V_8621
OR51B2,V_8622
OR51B4,V_8623
OR51B5,V_8624
OR51B6,V_8625
OR51D1,V_8626
OR51E1,V_8627
OR51E2,V_8628
OR51F1,V_8629
OR51F2,V_8630
OR51G1,V_8631
OR51G2,V_8632
OR51I1,V_8633
OR51I2,V_8634
OR51L1,V_8635
OR51M1,V_8636
OR51Q1,V_8637
OR51S1,V_8638
OR51T1,V_8639
OR51V1,V_8640
OR52A1,V_8641
OR52A4P,V_8642
OR52A5,V_8643
OR52B2,V_8644
OR52B4,V_8645
OR52B6,V_8646
OR52D1,V_8647
OR52E2,V_8648
OR52E4,V_8649
OR52E6,V_8650
OR52E8,V_8651
OR52I1,V_8652
OR52I2,V_8653
OR52J3,V_8654
OR52K1,V_8655
OR52K2,V_8656
OR52L1,V_8657
OR52M1,V_8658
OR52N1,V_8659
OR52N2,V_8660
OR52N4,V_8661
OR52N5,V_8662
OR52R1,V_8663
OR52W1,V_8664
OR56A1,V_8665
OR56A3,V_8666
OR56A4,V_8667
OR56A5,V_8668
OR56B1,V_8669
OR56B4,V_8670
OR5A1,V_8671
OR5A2,V_8672
OR5AC2,V_8673
OR5AK2,V_8674
OR5AN1,V_8675
OR5AP2,V_8676
OR5AR1,V_8677
OR5AS1,V_8678
OR5AU1,V_8679
OR5B12,V_8680
OR5B17,V_8681
OR5B2,V_8682
OR5B21,V_8683
OR5B3,V_8684
OR5C1,V_8685
OR5D13,V_8686
OR5D14,V_8687
OR5D16,V_8688
OR5D18,V_8689
OR5F1,V_8690
OR5H1,V_8691
OR5H14,V_8692
OR5H15,V_8693
OR5H2,V_8694
OR5H6,V_8695
OR5I1,V_8696
OR5J2,V_8697
OR5K1,V_8698
OR5K2,V_8699
OR5K3,V_8700
OR5K4,V_8701
OR5L1,V_8702
OR5L2,V_8703
OR5M1,V_8704
OR5M10,V_8705
OR5M11,V_8706
OR5M3,V_8707
OR5M8,V_8708
OR5M9,V_8709
OR5P2,V_8710
OR5P3,V_8711
OR5R1,V_8712
OR5T1,V_8713
OR5T2,V_8714
OR5T3,V_8715
OR5V1,V_8716
OR5W2,V_8717
OR6A2,V_8718
OR6B1,V_8719
OR6B2,V_8720
OR6B3,V_8721
OR6C1,V_8722
OR6C2,V_8723
OR6C3,V_8724
OR6C4,V_8725
OR6C6,V_8726
OR6C65,V_8727
OR6C68,V_8728
OR6C74,V_8729
OR6C75,V_8730
OR6C76,V_8731
OR6F1,V_8732
OR6K2,V_8733
OR6K3,V_8734
OR6K6,V_8735
OR6M1,V_8736
OR6N1,V_8737
OR6N2,V_8738
OR6Q1,V_8739
OR6S1,V_8740
OR6T1,V_8741
OR6V1,V_8742
OR6X1,V_8743
OR6Y1,V_8744
OR7A10,V_8745
OR7A17,V_8746
OR7A5,V_8747
OR7C1,V_8748
OR7C2,V_8749
OR7D2,V_8750
OR7D4,V_8751
OR7E24,V_8752
OR7E5P,V_8753
OR7G1,V_8754
OR7G2,V_8755
OR7G3,V_8756
OR8A1,V_8757
OR8B12,V_8758
OR8B2,V_8759
OR8B3,V_8760
OR8B4,V_8761
OR8B8,V_8762
OR8D1,V_8763
OR8D2,V_8764
OR8D4,V_8765
OR8G1,V_8766
OR8G2P,V_8767
OR8G5,V_8768
OR8H1,V_8769
OR8H2,V_8770
OR8H3,V_8771
OR8I2,V_8772
OR8J1,V_8773
OR8J3,V_8774
OR8K1,V_8775
OR8K3,V_8776
OR8K5,V_8777
OR8S1,V_8778
OR8U1,V_8779
OR9A2,V_8780
OR9A4,V_8781
OR9G1,V_8782
OR9G4,V_8783
OR9I1,V_8784
OR9K2,V_8785
OR9Q1,V_8786
OR9Q2,V_8787
ORAI1,V_8788
ORAI3,V_8789
ORC1,V_8790
ORC2,V_8791
ORC3,V_8792
ORC4,V_8793
ORC5,V_8794
ORC6,V_8795
ORMDL3,V_8796
OS9,V_8797
OSBP,V_8798
OSBP2,V_8799
OSBPL10,V_8800
OSBPL11,V_8801
OSBPL1A,V_8802
OSBPL2,V_8803
OSBPL3,V_8804
OSBPL5,V_8805
OSBPL6,V_8806
OSBPL7,V_8807
OSBPL8,V_8808
OSBPL9,V_8809
OSCAR,V_8810
OSCP1,V_8811
OSER1,V_8812
OSGEP,V_8813
OSGEPL1,V_8814
OSGIN1,V_8815
OSGIN2,V_8816
OSM,V_8817
OSMR,V_8818
OSR1,V_8819
OSR2,V_8820
OTC,V_8821
OTOA,V_8822
OTOF,V_8823
OTOGL,V_8824
OTOL1,V_8825
OTOP1,V_8826
OTOP2,V_8827
OTOP3,V_8828
OTOS,V_8829
OTP,V_8830
OTUB2,V_8831
OTUD3,V_8832
OTUD4,V_8833
OTUD5,V_8834
OTUD6A,V_8835
OTUD7A,V_8836
OTUD7B,V_8837
OTULIN,V_8838
OTX1,V_8839
OTX2,V_8840
OVCH1,V_8841
OVCH2,V_8842
OVGP1,V_8843
OVOL1,V_8844
OVOL2,V_8845
OXA1L,V_8846
OXCT1,V_8847
OXCT2,V_8848
OXER1,V_8849
OXGR1,V_8850
OXR1,V_8851
OXSM,V_8852
OXSR1,V_8853
P2RX1,V_8854
P2RX2,V_8855
P2RX3,V_8856
P2RX4,V_8857
P2RX5,V_8858
P2RX7,V_8859
P2RY1,V_8860
P2RY10,V_8861
P2RY12,V_8862
P2RY13,V_8863
P2RY14,V_8864
P2RY2,V_8865
P2RY4,V_8866
P2RY6,V_8867
P2RY8,V_8868
P3H1,V_8869
P3H2,V_8870
P3H3,V_8871
P3H4,V_8872
P4HA1,V_8873
P4HA2,V_8874
P4HA3,V_8875
P4HB,V_8876
P4HTM,V_8877
PA2G4,V_8878
PAAF1,V_8879
PABPC1,V_8880
PABPC1L,V_8881
PABPC1P2,V_8882
PABPC3,V_8883
PABPC4,V_8884
PABPC5,V_8885
PABPN1,V_8886
PACRG,V_8887
PACRGL,V_8888
PACS1,V_8889
PACS2,V_8890
PACSIN1,V_8891
PACSIN2,V_8892
PACSIN3,V_8893
PADI1,V_8894
PADI2,V_8895
PADI3,V_8896
PADI4,V_8897
PADI6,V_8898
PAF1,V_8899
PAFAH1B1,V_8900
PAFAH2,V_8901
PAG1,V_8902
PAGE1,V_8903
PAGE3,V_8904
PAH,V_8905
PAIP1,V_8906
PAK1,V_8907
PAK1IP1,V_8908
PAK3,V_8909
PAK4,V_8910
PAK6,V_8911
PAK7,V_8912
PALB2,V_8913
PALD1,V_8914
PALLD,V_8915
PALM,V_8916
PALM2,V_8917
PALM2-AKAP2,V_8918
PALMD,V_8919
PAM,V_8920
PAMR1,V_8921
PAN2,V_8922
PAN3,V_8923
PANK1,V_8924
PANK2,V_8925
PANK3,V_8926
PANK4,V_8927
PANX1,V_8928
PANX2,V_8929
PANX3,V_8930
PAOX,V_8931
PAPD4,V_8932
PAPD5,V_8933
PAPD7,V_8934
PAPL,V_8935
PAPLN,V_8936
PAPOLA,V_8937
PAPOLB,V_8938
PAPOLG,V_8939
PAPPA,V_8940
PAPPA2,V_8941
PAPSS1,V_8942
PAPSS2,V_8943
PAQR3,V_8944
PAQR5,V_8945
PAQR7,V_8946
PAQR8,V_8947
PAQR9,V_8948
PARD3,V_8949
PARD3B,V_8950
PARD6B,V_8951
PARG,V_8952
PARGP1,V_8953
PARK2,V_8954
PARL,V_8955
PARN,V_8956
PARP1,V_8957
PARP10,V_8958
PARP11,V_8959
PARP12,V_8960
PARP14,V_8961
PARP15,V_8962
PARP16,V_8963
PARP2,V_8964
